time,sensor0,sensor1,sensor2,sensor32,sensor33,sensor34
30101,49.69617844,52.17014,44.70486,47.91666,36.19791,103.9062
30102,49.69617844,52.12674,44.70486069,47.91666,35.67708,102.8646
30103,49.69617844,52.12674,44.70486069,47.13541,35.41666,100.0
30104,49.69617844,52.08333,44.70486069,47.39583,35.41666,97.91666
30105,49.69617844,52.17014,44.70486,47.39583,35.67708,96.61458
30106,49.69618,52.17014,44.74826,47.39583,36.19791,95.05208
30107,49.52257,52.12674,44.74826,47.13541,36.45833,92.96875
30108,49.69618,52.17014,44.79166,46.61458,36.45833,90.88541
30109,49.69617844,52.08333,44.87847,46.875,36.97916,90.36458
30110,49.69618,52.12674,44.87847,46.61458,37.5,89.58333
30111,49.65277,52.12674,44.92188,45.57291,36.97916,87.76041
30112,49.65277481,52.12674,44.92188,45.57291,36.97916,87.76041
30113,49.65277481,52.08333,44.96527,44.27083,36.71875,82.55208
30114,49.65277,52.12674,45.00868,44.01041,36.19791,80.98958
30115,49.56597,52.08333,45.09549,43.48958,35.41666,79.42708
30116,49.65277,52.12674,45.09549,44.53125,34.89583,78.125
30117,49.65277481,52.03993,45.13889,45.3125,34.375,77.34375
30118,49.65277481,52.08333,45.18229,46.09375,34.11458,76.5625
30119,49.65277481,52.08333,45.18228912,47.91666,34.11458,75.26041
30120,49.65277481,52.08333,45.18228912,49.47916,34.11458,72.91666
30121,49.65277481,52.03992844,45.13889,50.0,34.375,76.82291
30122,49.65277481,52.03992844,45.13889,50.0,34.375,76.82291
30123,49.65277481,52.03993,45.09549,50.0,34.375,83.111975
30124,49.65277481,52.08333,45.00868,49.73958,34.89583,88.80208
30125,49.65277481,52.08333,44.96527,50.0,34.89583,91.66666
30126,49.65277481,52.03993,44.92188,50.52083,34.89583,92.96875
30127,49.65277481,52.03992844,44.92188,50.0,34.375,92.44791
30128,49.65277481,52.03992844,44.87847,49.73958,34.375,90.10416
30129,49.65277481,52.03993,44.87847,49.73958,34.89583,88.54166
30130,49.65277481,52.08333,44.87847,49.47916,34.375,86.19791
30131,49.65277481,52.03993,44.87847,49.73958,34.375,85.15625
30132,49.65277481,51.95312,44.87847,50.0,35.15625,85.67708
30133,49.65277481,52.03993,44.92188,50.52083,35.41666,86.97916
30134,49.65277,52.03992844,44.92188,50.78125,36.45833,86.19791
30135,49.56597,52.03992844,44.96527,51.04166,37.76041,85.15625
30136,49.56597,52.03993,45.00868,51.04166,38.80208,84.375
30137,49.52257,51.95312,45.09549,50.78125,39.32291,83.85416
30138,49.56597,52.03993,45.09549,49.47916,38.80208,80.98958
30139,49.56597137,51.95312,45.13889,49.21875,37.76041,78.38541
30140,49.56597137,51.95312119,45.18229,49.21875,36.71875,77.08333
30141,49.56597137,51.95312,45.18229,48.4375,36.19791,75.26041
30142,49.56597137,51.90972,45.18229,48.69791,35.67708,73.17708
30143,49.56597137,51.95312,45.18229,49.47916,35.41666,72.65625
30144,49.56597137,51.90972,45.13889,49.21875,35.15625,73.17708
30145,49.56597,51.86632,45.13889,49.47916,35.15625,73.4375
30146,49.52257,51.90972,45.00868,50.52083,34.89583,73.4375
30147,49.56597,51.90972137,44.96527,51.30208,34.375,72.13541
30148,49.56597137,51.90972137,44.92188,52.08333,34.11458,71.875
30149,49.56597,51.90972137,44.92188,52.08333,34.11458,71.875
30150,49.52257,51.90972137,44.8285585,51.82291,34.11458,70.57291
30151,49.52256775,51.90972137,44.70486,51.04166,33.85416,70.57291
30152,49.52256775,51.90972,44.66146,50.52083,33.59375,72.65625
30153,49.52256775,51.95312,44.57465,50.52083,33.85416,74.47916
30154,49.52257,51.90972,44.57465,50.0,33.85416,75.78125
30155,49.56597,51.90972137,44.53125,50.52083,34.11458,77.34375
30156,49.56597137,51.90972137,44.53125,51.82291,34.11458,80.72916
30157,49.56597,51.90972137,44.48785,52.34375,34.89583,82.29166
30158,49.52257,51.90972,44.48785,52.34375,35.15625,83.33333
30159,49.52256775,51.95312,44.44444,52.08333,35.15625,82.29166
30160,49.52256775,51.95312,44.44444,51.04166,34.89583,79.6875
30161,49.52256775,51.90972,44.35764,50.78125,34.375,78.38541
30162,49.52256775,51.86632,44.44444,51.82291,34.375,79.42708
30163,49.52256775,51.90972,44.44444,52.08333,35.15625,81.25
30164,49.52256775,51.90972,44.44444,52.08333,34.89583,82.55208
30165,49.52256775,51.95312,44.48785,51.82291,34.89583,81.77083
30166,49.52256775,51.86632,44.53125,51.30208,34.375,80.46875
30167,49.52256775,51.95312,44.53125,52.08333,34.375,79.94791
30168,49.52256775,51.90972,44.57465,53.125,34.89583,83.07291
30169,49.52256775,51.86632,44.66146,53.90625,35.15625,88.80208
30170,49.52256775,51.86631775,44.70486,53.125,35.15625,93.48958
30171,49.52256775,51.86631775,44.70486,52.08333,35.15625,97.39583
30172,49.52256775,51.86632,44.74826,51.04166,34.375,99.21875
30173,49.52257,51.90972,44.74826,50.0,34.375,99.21875
30174,49.52256775,51.90972,44.74826,48.69791,34.375,99.21875
30175,49.52256775,51.86631775,44.79166,47.91666,34.375,98.17708
30176,49.52256775,51.82291,44.79166,47.91666,34.11458,96.61458
30177,49.52256775,51.86632,44.79166,48.17708,34.11458,92.44791
30178,49.52256775,51.86631775,44.79166,49.21875,33.85416,87.76041
30179,49.52256775,51.86631775,44.79166,50.52083,34.11458,83.07291
30180,49.52256775,51.86632,44.87847,51.30208,34.11458,80.72916
30181,49.52256775,51.86632,44.87847,51.04166,34.11458,79.6875
30182,49.52256775,51.86632,44.87847,51.04166,34.11458,79.6875
30183,49.52256775,51.86632,44.92188,50.52083,34.375,81.25
30184,49.52256775,51.86632,44.921875,49.47916,34.375,81.25
30185,49.52256775,51.82291,44.92188,49.21875,34.11458,81.77083
30186,49.52256775,51.86632,44.96527,49.21875,34.11458,81.25
30187,49.52256775,51.86632,44.96527481,49.47916,34.375,81.25
30188,49.52257,51.82291,44.96527481,48.69791,34.89583,80.46875
30189,49.47916,51.86632,44.96527481,47.91666,34.375,77.08333
30190,49.47916412,51.90972,44.96527481,47.91666,34.375,75.78125
30191,49.47916412,51.82291,44.96527,47.13541,34.11458,75.78125
30192,49.47916412,51.82291,45.00868,46.875,34.11458,76.5625
30193,49.47916412,51.86632,45.00867844,46.61458,34.11458,76.04166
30194,49.47916412,51.82291,45.00867844,47.39583,34.375,74.73958
30195,49.47916412,51.73611,45.00867844,48.4375,34.89583,74.73958
30196,49.47916412,51.82291,45.00867844,49.47916,34.375,76.04166
30197,49.47916412,51.82291,45.00867844,50.52083,34.11458,76.04166
30198,49.47916412,51.82291,45.00867844,50.78125,33.85416,76.5625
30199,49.47916412,51.73611,45.00867844,51.04166,33.59375,78.38541
30200,49.47916412,51.73611,45.00868,51.04166,33.59375,81.25
30201,49.47916412,51.69271,45.09549,50.52083,33.59375,89.07551699999999
30202,49.47916412,51.73611,45.09548569,49.47916,33.59375,95.05208
30203,49.47916412,51.6493,45.09549,48.4375,33.59375,98.17708
30204,49.47916,51.73611,45.13889,47.91666,33.85416,98.69791
30205,49.47916412,51.73611,45.1388855,47.39583,33.85416,98.17708
30206,49.47916412,51.69271,45.1388855,47.39583,34.11458,98.69791
30207,49.47916412,51.69271,45.13889,47.39583,34.11458,103.3854
30208,49.47916412,51.73611,45.09549,46.875,34.375,108.0729
30209,49.47916412,51.73611,45.09549,46.09375,34.11458,111.9792
30210,49.47916412,51.69271,45.00868,45.83333,34.375,114.3229
30211,49.47916,51.69271,44.96527,45.3125,35.15625,114.3229
30212,49.43576,51.69271,44.92188,44.79166,35.15625,110.9375
30213,49.4357605,51.69271,44.87847,45.3125,35.15625,105.2083
30214,49.4357605,51.73611,44.79166,45.3125,34.89583,100.0
30215,49.43576,51.69271,44.79166,44.79166,34.375,95.05208
30216,49.34896,51.69271,44.74826,45.3125,34.375,89.58333
30217,49.43576,51.69271,44.7482605,45.57291,34.89583,83.85416
30218,49.4357605,51.6493,44.7482605,45.3125,34.89583,79.94791
30219,49.43576,51.69271,44.74826,45.83333,34.89583,77.34375
30220,49.34896,51.69271,44.79166,46.875,35.41666,76.5625
30221,49.26215,51.69271,44.79166,47.39583,35.67708,76.5625
30222,49.34896,51.69271,44.87847,47.91666,35.41666,74.73958
30223,49.424911398999996,51.6493,44.87847,48.17708,35.15625,71.875
30224,49.34896,51.6493,44.92188,48.4375,34.89583,70.3125
30225,49.34895706,51.69271,44.92188,50.0,35.15625,70.3125
30226,49.34895706,51.69271,44.96527,49.192706,35.67708,70.3125
30227,49.34895706,51.69271,44.96527481,49.1653618,35.67708,67.96875
30228,49.34895706,51.6493,44.96527481,49.03248439,35.67708,65.36458
30229,49.34895706,51.673176,44.96527,48.8408796095,35.41666,66.40625
30230,49.34895706,51.82291,44.92188,48.574590089975,35.41666,69.53125
30231,49.34895706,51.69271,44.87847,48.268944594473744,35.41666,75.26041
30232,49.34895706,51.73611,44.79166,47.98707932419744,35.15625,78.64583
30233,49.34895706,51.69271,44.74826,49.73958,35.15625,80.98958
30234,49.34895706,51.73611,44.70486,49.21875,35.67708,82.29166
30235,49.34895706,51.73611,44.66146,48.17708,36.97916,83.85416
30236,49.34895706,51.69271,44.57465,47.91666,37.76041,82.55208
30237,49.34896,51.69271,44.48785,47.39583,37.5,79.6875
30238,49.30555,51.6493,44.35764,46.09375,36.97916,77.08333
30239,49.30555344,51.6059,44.27083,44.79166,35.67708,77.34375
30240,49.30555344,51.6493,44.255641084000004,44.01041,35.15625,79.94791
30241,49.26215,51.6493,44.207138060199995,44.27083,33.85416,79.94791
30242,49.26215,51.6493,44.16923095371,44.27083,33.85416,79.94791
30243,49.26215,51.6059,44.1337690013955,45.3125,33.07291,77.34375
30244,49.26215,51.6059,44.09436409846527,45.57291,32.55208,73.17708
30245,49.21875,51.6493,44.05515880338854,45.57291,31.77083,68.22916
30246,49.21875,51.6059,44.02267374355797,45.83333,31.51042,66.92708
30247,49.13194,51.5191,43.99507493073587,46.09375,31.25,85.0390595
30248,49.08854,51.51909637,43.97260653027266,47.91666,30.98958,86.19791
30249,49.08854,51.51909637,43.959865356786295,48.17708,30.46875,86.608720975
30250,49.04514,51.51909637,43.95082763412561,47.91666,30.46875,86.62926102374999
30251,49.00174,51.5191,43.79339981,47.13541,30.20833,86.10395357493749
30252,49.00174,51.43229,43.7934,48.4375,30.46875,85.27894125368438
30253,49.00174,51.43229,43.7066,49.47916,31.25,84.3736168163686
30254,48.91493,51.47569,43.7066,49.47916,30.98958,83.55323765718703
30255,48.91493,51.43229,43.7934,49.21875,30.20833,83.14756654004637
30256,48.87152,51.43228912,43.83680344,48.4375,29.94792,83.15129936704868
30257,48.87152,51.43229,43.88020706,47.13541,30.46875,88.28125
30258,48.82813,51.38889,43.92361,45.83333,30.98958,88.80208
30259,48.82813,51.3888855,43.92361,45.3125,30.46875,87.76041
30260,48.78472,51.38889,44.01041,44.79166,29.94792,84.375
30261,48.78472,51.30208,44.05382,44.53125,29.6875,79.94791
30262,48.69791,51.38889,44.05382,45.3125,29.6875,77.86458
30263,48.69791,51.38889,44.09722,46.875,29.6875,77.34375
30264,48.65451,51.30208,44.09722137,48.17708,29.94792,77.86458
30265,48.56771,51.30208206,44.09722137,48.17708,30.46875,77.34375
30266,48.56771,51.30208,44.09722,48.17708,30.46875,77.34375
30267,48.61111,51.25867844,44.14063,48.4375,29.94792,75.52083
30268,48.56771,51.21527,44.140625,47.91666,29.6875,72.65625
30269,48.56771,51.25868,44.140625,47.13541,29.16667,69.27083
30270,48.4809,51.21527,44.14063,47.13541,29.16667,67.96875
30271,48.4809,51.21527481,44.22743,47.39583,29.16667,70.3125
30272,48.4375,51.21527481,44.22742844,48.17708,28.90625,71.61458
30273,48.4375,51.21527481,44.22742844,49.21875,28.90625,72.13541
30274,48.3941,51.21527,44.22743,49.47916,28.64583,71.35416
30275,48.3941,51.17187,44.27083,48.69791,28.64583,71.61458
30276,48.3941,51.08507,44.27083206,47.39583,28.64583,71.35416
30277,48.35069,51.08507,44.27083,46.61458,28.64583,70.57291
30278,48.35069,51.17187,44.31424,45.57291,28.64583,69.01041
30279,48.35069,51.08507,44.31423569,45.3125,28.64583,68.75
30280,48.26389,51.08507,44.31423569,44.01041,28.90625,71.61458
30281,48.26389,51.04166,44.31423569,43.22916,29.16667,74.47916
30282,48.26389,51.04166,44.31423569,42.1875,29.94792,77.08333
30283,48.26389,50.99826,44.31423569,41.40625,30.46875,79.94791
30284,48.22049,50.99826,44.31423569,40.625,31.77083,79.6875
30285,48.22049,50.95486,44.31424,40.10416,32.8125,77.34375
30286,48.22049,50.95486,44.22743,40.10416,33.59375,75.52083
30287,48.17708,50.99826,44.09722,40.36458,33.07291,76.04166
30288,48.17708,50.95486,43.917100335,40.625,33.07291,79.42708
30289,48.17708,50.86805,43.87554177375001,41.66666,33.59375,82.00520450000002
30290,48.13368,50.82465,43.84492649993751,41.66666,33.07291,82.18619422500001
30291,48.13368,50.95486,43.81495054043438,41.40625,32.29166,81.90748343625
30292,48.04688,50.86805,43.7813055234561,41.92708,31.51042,81.4976496080625
30293,48.04688,50.82465,43.750318755628896,41.92708,30.98958,80.96315708846562
30294,48.00347,50.82464981,43.71778254641034,41.66666,30.20833,80.3238154428889
30295,48.00347,50.82464981,43.683619286230865,41.92708,29.94792,86.45833
30296,47.96007,50.82465,43.6499181725424,42.1875,29.16667,83.59375
30297,47.91666,50.78125,43.623212581169525,42.70833,28.90625,80.72916
30298,47.91666,50.78124619,43.606022788228,42.96875,28.90625,79.16666
30299,47.82986,50.78125,43.44617844,42.96875,28.90625,77.34375
30300,47.82986,50.73785,43.44618,43.22916,28.90625,76.5625
30301,47.78646,50.65104,43.40277481,43.48958,29.16667,78.64583
30302,47.78646,50.65104,43.40277481,43.48958,29.16667,78.64583
30303,47.78645706,50.73785,43.40277481,43.48958,29.16667,78.64583
30304,47.78646,50.65104,43.40277,43.48958,29.6875,76.5625
30305,47.74305,50.65103912,43.44617844,44.01041,29.6875,74.21875
30306,47.74305,50.65103912,43.48958,43.48958,30.46875,71.35416
30307,47.69965,50.65104,43.57639,43.22916,31.25,71.35416
30308,47.69964981,50.60764,43.61978912,44.01041,31.51042,72.91666
30309,47.69965,50.6076355,43.66319275,44.53125,31.77083,73.17708
30310,47.61285,50.6076355,43.7066,45.3125,31.77083,70.83333
30311,47.61284637,50.60764,43.7066,45.83333,31.51042,67.70833
30312,47.61285,50.56424,43.7934,45.83333,31.51042,68.22916
30313,47.56944,50.56423569,43.7934,45.57291,31.51042,69.01041
30314,47.56944275,50.56424,43.8368,46.09375,31.51042,70.83333
30315,47.56944275,50.52083,43.8368,46.09375,31.25,72.13541
30316,47.56944,50.52083,43.88021,46.61458,30.98958,73.4375
30317,47.52604,50.43402,43.88020706,46.875,30.98958,75.26041
30318,47.52604,50.52083,43.88021,47.13541,30.98958,75.52083
30319,47.48264,50.39062,43.92361,47.39583,30.98958,74.73958
30320,47.4826355,50.43402,43.92361069,47.39583,30.46875,73.17708
30321,47.48264,50.43402481,43.92361,47.91666,30.98958,71.35416
30322,47.39583,50.43402,44.01041,48.69791,32.29166,69.53125
30323,47.39583,50.39062,44.01041412,49.21875,33.59375,66.92708
30324,47.35243,50.39062119,44.01041412,49.21875,33.59375,65.10416
30325,47.35242844,50.39062119,44.01041412,49.21875,33.07291,63.80208
30326,47.35243,50.39062,44.01041412,49.47916,32.55208,62.23958
30327,47.30902,50.34722,44.01041412,48.4375,31.77083,61.45833
30328,47.30902481,50.34722,44.01041412,48.17708,31.77083,63.80208
30329,47.30902,50.39062,44.01041412,48.69791,32.29166,66.40625
30330,47.26563,50.30382,44.01041,49.47916,31.77083,66.92708
30331,47.265625,50.34722,44.05382,50.52083,31.77083,66.40625
30332,47.265625,50.30382,44.01041,50.78125,31.77083,65.625
30333,47.26563,50.30382,44.01041412,50.78125,32.29166,63.80208
30334,47.17882,50.34722,44.01041,50.52083,32.29166,62.5
30335,47.17881775,50.30382,43.92361,50.0,32.55208,60.41666
30336,47.17881775,50.30382,43.8368,49.47916,32.55208,58.33333
30337,47.17882,50.21701,43.7066,49.73958,32.55208,57.03125
30338,47.13541,50.2170105,43.57639,50.0,32.55208,54.42708
30339,47.13541412,50.2170105,43.56987582399999,49.73958,33.07291,52.34375
30340,47.13541412,50.21701,43.54567940919999,49.47916,33.59375,52.08333
30341,47.13541,50.17361,43.52895287966,48.69791,32.8125,53.64583
30342,47.09201,50.17361069,43.513560239643,48.17708,31.77083,54.6875
30343,47.0920105,50.17361,43.503908751625154,47.91666,31.25,54.6875
30344,47.0920105,50.13021,43.495944586206406,47.91666,30.46875,53.64583
30345,47.0920105,50.13020706,43.48758231551673,48.4375,30.98958,53.90625
30346,47.09201,50.13021,43.48531243129256,50.0,31.77083,65.82031049999999
30347,47.04861,50.17361,43.48726932785719,55.02603899999999,31.51042,66.84570152500001
30348,47.04861069,50.17361,43.49366408825006,53.90625,31.51042,67.14111160125
30349,47.04861069,50.13020706,43.35938,55.72916,31.77083,67.1648336813125
30350,47.04861069,50.0868,43.40277,58.92317395,32.29166,67.16370036537813
30351,47.04861,50.0868,43.44617844,60.20266614750001,32.8125,67.05834388364704
30352,46.9618,50.17361,43.48958,61.298736954875004,33.07291,67.0388655778294
30353,46.96180344,50.0868,43.48958206,62.371486302618756,32.8125,67.16164235672086
30354,46.96180344,50.0868,43.48958,64.0625,32.8125,67.59003697455691
30355,46.96180344,50.0,43.57639,64.7218321177497,33.59375,68.26120532328474
30356,46.9618,50.0,43.5763855,65.75740272363718,34.375,73.4375
30357,46.9184,50.0,43.57639,66.59735635981903,34.89583,70.3125
30358,46.91839981,50.0868,43.61979,67.05873472780999,34.375,68.22916
30359,46.91839981,50.0,43.61978912,67.52104646420048,34.375,68.22916
30360,46.9184,50.0868,43.61978912,67.8762657874105,34.89583,67.96875
30361,46.875,50.0868,43.66319,68.08954537928102,35.15625,68.75
30362,46.875,50.0868,43.66319,68.36670184087009,35.15625,68.75
30363,46.875,49.9566,43.66319275,68.58989208516985,35.41666,71.875
30364,46.875,49.91319,43.66319275,68.70549987429739,35.67708,75.26041
30365,46.875,49.91319275,43.66319275,68.63817036801227,35.41666,77.86458
30366,46.8316,49.91319,43.66319275,68.5084667805254,35.15625,79.16666
30367,46.83159637,49.9566,43.66319,68.29445748336981,35.41666,78.64583
30368,46.83159637,49.91319,43.7066,68.01472903954735,35.67708,77.86458
30369,46.83159637,49.91319275,43.70659637,67.73700775513421,35.15625,77.34375
30370,46.8316,49.91319,43.70659637,69.27083,34.375,76.04166
30371,46.74479,49.86979,43.70659637,69.01041,33.85416,75.26041
30372,46.74478912,49.86979,43.70659637,68.75,33.07291,73.17708
30373,46.74478912,49.78299,43.70659637,67.96875,32.55208,70.05208
30374,46.74478912,49.86979,43.7066,66.66666,32.29166,65.625
30375,46.74479,49.78299,43.7934,65.625,32.29166,65.625
30376,46.70139,49.73958,43.79339981,64.84375,32.55208,66.40625
30377,46.7013855,49.73958,43.79339981,64.32291,32.8125,65.36458
30378,46.7013855,49.86979,43.79339981,65.10416,33.07291,64.84375
30379,46.7013855,49.78299,43.79339981,65.625,33.07291,65.625
30380,46.70139,49.73958,43.7934,65.36458,32.8125,66.92708
30381,46.65799,49.73958,43.8368,65.10416,32.8125,66.92708
30382,46.65798569,49.78299,43.83680344,66.14583,33.59375,67.44791
30383,46.65798569,49.78298569,43.83680344,66.40625,34.375,66.92708
30384,46.65798569,49.78299,43.83680344,67.44791,35.15625,66.40625
30385,46.65799,49.86979,43.8368,69.01041,35.15625,65.625
30386,46.61458,49.86978912,43.88021,70.57291,35.15625,65.10416
30387,46.61458206,49.86978912,43.88020706,70.57291,34.89583,62.23958
30388,46.61458206,49.86978912,43.88020706,69.01041,34.89583,58.59375
30389,46.61458206,49.86978912,43.88020706,69.01041,34.89583,58.59375
30390,46.61458206,49.86979,43.88020706,63.03384950000001,35.15625,59.11458
30391,46.61458206,49.91319,43.88020706,61.19791,34.375,60.9375
30392,46.61458,49.86979,43.88020706,61.836583974999996,34.11458,62.23958
30393,46.52777,49.91319,43.88020706,61.21747567375,33.85416,61.71875
30394,46.52777481,49.86979,43.88020706,60.5674119574375,33.59375,60.41666
30395,46.52777481,49.91319,43.88020706,59.83276205530937,32.8125,59.63541
30396,46.52777481,49.86979,43.88020706,58.957212658074845,31.77083,57.55208
30397,46.52777481,49.86978912,43.88021,57.97278229097859,31.25,57.55208
30398,46.52777481,49.86978912,43.92361,56.92610890552752,31.25,56.51041
30399,46.52777481,49.86978912,43.92361069,55.20833,30.46875,54.6875
30400,46.52777481,49.86978912,43.92361069,54.42708,30.20833,52.60416
30401,46.52777481,49.86978912,43.92361069,52.60416,29.94792,52.60416
30402,46.52777481,49.86978912,43.92361069,51.04166,29.6875,57.03125
30403,46.52777481,49.86979,43.92361069,50.52083,29.6875,64.4400995
